Definition,8,unknown,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"869312640",,unknown,"1",,unknown,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,record,timestamp,1,,distance,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"869312640",s,distance,"0.0",m,heart_rate,"116",bpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,device_info,timestamp,"869312641",s,manufacturer,"1",,garmin_product,"1620",,software_version,"3.0",,device_index,"2",,device_type,"0",,source_type,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"869312641",,unknown,"2",,unknown,"2",,unknown,"2",,unknown,"1",,unknown,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,10,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312641",s,position_lat,"568710408",semicircles,position_long,"109538889",semicircles,distance,"0.0",m,altitude,"398.4",m,speed,"0.0",m/s,heart_rate,"116",bpm,enhanced_altitude,"398.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312644",s,timer_trigger,"1",,event,"0",,event_type,"4",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312644",s,position_lat,"568710540",semicircles,position_long,"109538889",semicircles,distance,"1.63",m,altitude,"400.79999999999995",m,speed,"0.0",m/s,heart_rate,"116",bpm,enhanced_altitude,"400.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312683",s,timer_trigger,"1",,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312683",s,position_lat,"568707887",semicircles,position_long,"109539853",semicircles,distance,"1.63",m,altitude,"389.0",m,speed,"3.975",m/s,heart_rate,"111",bpm,enhanced_altitude,"389.0",m,enhanced_speed,"3.975",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,device_info,timestamp,"869312686",s,serial_number,"2103773",,cum_operating_time,"4960650",s,unknown,"2077",,unknown,"439",,manufacturer,"1",,garmin_product,"7",,software_version,"21.0",,ant_device_number,"6621",,device_index,"1",,antplus_device_type,"120",,hardware_version,"4",,unknown,"83",,ant_transmission_type,"1",,ant_network,"1",,source_type,"1",,,,,,,,,,,,,,
Data,10,record,timestamp,"869312688",s,position_lat,"568707049",semicircles,position_long,"109536109",semicircles,distance,"26.54",m,altitude,"388.4",m,speed,"4.843",m/s,heart_rate,"108",bpm,enhanced_altitude,"388.4",m,enhanced_speed,"4.843",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312699",s,position_lat,"568706130",semicircles,position_long,"109531058",semicircles,distance,"59.89",m,altitude,"386.79999999999995",m,speed,"1.222",m/s,heart_rate,"105",bpm,enhanced_altitude,"386.79999999999995",m,enhanced_speed,"1.222",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312702",s,timer_trigger,"1",,event,"0",,event_type,"4",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312702",s,position_lat,"568706100",semicircles,position_long,"109531095",semicircles,distance,"60.12",m,altitude,"387.20000000000005",m,speed,"0.0",m/s,heart_rate,"105",bpm,enhanced_altitude,"387.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312714",s,timer_trigger,"1",,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312714",s,position_lat,"568705219",semicircles,position_long,"109531828",semicircles,distance,"60.12",m,altitude,"387.4",m,speed,"3.051",m/s,heart_rate,"108",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"3.051",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312717",s,position_lat,"568704426",semicircles,position_long,"109532496",semicircles,distance,"68.62",m,altitude,"387.4",m,speed,"2.221",m/s,heart_rate,"104",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"2.221",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312719",s,position_lat,"568704134",semicircles,position_long,"109532586",semicircles,distance,"71.55",m,altitude,"387.4",m,speed,"1.008",m/s,heart_rate,"104",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"1.008",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312721",s,position_lat,"568703795",semicircles,position_long,"109531680",semicircles,distance,"78.05",m,altitude,"387.4",m,speed,"3.816",m/s,heart_rate,"107",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"3.816",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312723",s,position_lat,"568703388",semicircles,position_long,"109530255",semicircles,distance,"87.78",m,altitude,"387.4",m,speed,"4.805",m/s,heart_rate,"110",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"4.805",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312728",s,position_lat,"568701624",semicircles,position_long,"109527187",semicircles,distance,"113.35",m,altitude,"386.79999999999995",m,speed,"4.283",m/s,heart_rate,"114",bpm,enhanced_altitude,"386.79999999999995",m,enhanced_speed,"4.283",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312729",s,position_lat,"568700671",semicircles,position_long,"109526550",semicircles,distance,"123.09",m,altitude,"386.6",m,speed,"4.675",m/s,heart_rate,"115",bpm,enhanced_altitude,"386.6",m,enhanced_speed,"4.675",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312732",s,position_lat,"568699626",semicircles,position_long,"109526029",semicircles,distance,"133.36",m,altitude,"386.4",m,speed,"4.749",m/s,heart_rate,"118",bpm,enhanced_altitude,"386.4",m,enhanced_speed,"4.749",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312740",s,position_lat,"568695572",semicircles,position_long,"109523697",semicircles,distance,"173.91",m,altitude,"385.0",m,speed,"5.011",m/s,heart_rate,"115",bpm,enhanced_altitude,"385.0",m,enhanced_speed,"5.011",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312743",s,position_lat,"568693989",semicircles,position_long,"109522904",semicircles,distance,"189.49",m,altitude,"384.0",m,speed,"4.815",m/s,heart_rate,"112",bpm,enhanced_altitude,"384.0",m,enhanced_speed,"4.815",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312746",s,position_lat,"568691806",semicircles,position_long,"109521832",semicircles,distance,"210.95",m,altitude,"382.79999999999995",m,speed,"5.039",m/s,heart_rate,"112",bpm,enhanced_altitude,"382.79999999999995",m,enhanced_speed,"5.039",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312752",s,position_lat,"568689202",semicircles,position_long,"109520727",semicircles,distance,"236.22",m,altitude,"381.20000000000005",m,speed,"4.917",m/s,heart_rate,"109",bpm,enhanced_altitude,"381.20000000000005",m,enhanced_speed,"4.917",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312756",s,position_lat,"568687526",semicircles,position_long,"109519742",semicircles,distance,"252.95",m,altitude,"379.6",m,speed,"3.396",m/s,heart_rate,"106",bpm,enhanced_altitude,"379.6",m,enhanced_speed,"3.396",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312757",s,position_lat,"568687231",semicircles,position_long,"109519497",semicircles,distance,"256.1",m,altitude,"379.20000000000005",m,speed,"3.051",m/s,heart_rate,"103",bpm,enhanced_altitude,"379.20000000000005",m,enhanced_speed,"3.051",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312759",s,position_lat,"568686897",semicircles,position_long,"109518587",semicircles,distance,"262.71",m,altitude,"378.6",m,speed,"2.715",m/s,heart_rate,"104",bpm,enhanced_altitude,"378.6",m,enhanced_speed,"2.715",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312762",s,position_lat,"568686980",semicircles,position_long,"109516451",semicircles,distance,"276.22",m,altitude,"378.6",m,speed,"3.238",m/s,heart_rate,"107",bpm,enhanced_altitude,"378.6",m,enhanced_speed,"3.238",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312777",s,position_lat,"568691308",semicircles,position_long,"109509739",semicircles,distance,"336.74",m,altitude,"375.20000000000005",m,speed,"3.48",m/s,heart_rate,"110",bpm,enhanced_altitude,"375.20000000000005",m,enhanced_speed,"3.48",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312779",s,position_lat,"568691993",semicircles,position_long,"109509054",semicircles,distance,"344.34",m,altitude,"375.20000000000005",m,speed,"3.303",m/s,heart_rate,"111",bpm,enhanced_altitude,"375.20000000000005",m,enhanced_speed,"3.303",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312781",s,position_lat,"568692764",semicircles,position_long,"109509096",semicircles,distance,"351.49",m,altitude,"374.79999999999995",m,speed,"3.023",m/s,heart_rate,"114",bpm,enhanced_altitude,"374.79999999999995",m,enhanced_speed,"3.023",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312782",s,position_lat,"568692969",semicircles,position_long,"109509305",semicircles,distance,"353.77",m,altitude,"375.0",m,speed,"2.473",m/s,heart_rate,"115",bpm,enhanced_altitude,"375.0",m,enhanced_speed,"2.473",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312785",s,position_lat,"568692655",semicircles,position_long,"109510545",semicircles,distance,"362.4",m,altitude,"375.6",m,speed,"3.658",m/s,heart_rate,"118",bpm,enhanced_altitude,"375.6",m,enhanced_speed,"3.658",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312787",s,position_lat,"568691856",semicircles,position_long,"109511300",semicircles,distance,"371.27",m,altitude,"375.79999999999995",m,speed,"4.208",m/s,heart_rate,"122",bpm,enhanced_altitude,"375.79999999999995",m,enhanced_speed,"4.208",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312789",s,position_lat,"568690869",semicircles,position_long,"109511676",semicircles,distance,"380.78",m,altitude,"375.79999999999995",m,speed,"4.376",m/s,heart_rate,"125",bpm,enhanced_altitude,"375.79999999999995",m,enhanced_speed,"4.376",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312791",s,position_lat,"568689863",semicircles,position_long,"109511437",semicircles,distance,"390.4",m,altitude,"376.0",m,speed,"4.376",m/s,heart_rate,"128",bpm,enhanced_altitude,"376.0",m,enhanced_speed,"4.376",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312792",s,position_lat,"568689377",semicircles,position_long,"109511090",semicircles,distance,"395.41",m,altitude,"376.4",m,speed,"4.712",m/s,heart_rate,"129",bpm,enhanced_altitude,"376.4",m,enhanced_speed,"4.712",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312798",s,position_lat,"568686297",semicircles,position_long,"109508537",semicircles,distance,"428.32",m,altitude,"379.20000000000005",m,speed,"5.374",m/s,heart_rate,"132",bpm,enhanced_altitude,"379.20000000000005",m,enhanced_speed,"5.374",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312808",s,position_lat,"568680888",semicircles,position_long,"109503765",semicircles,distance,"486.99",m,altitude,"383.79999999999995",m,speed,"5.626",m/s,heart_rate,"129",bpm,enhanced_altitude,"383.79999999999995",m,enhanced_speed,"5.626",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312817",s,position_lat,"568676379",semicircles,position_long,"109499828",semicircles,distance,"535.78",m,altitude,"387.4",m,speed,"5.318",m/s,heart_rate,"126",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"5.318",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312821",s,position_lat,"568674452",semicircles,position_long,"109497972",semicircles,distance,"557.25",m,altitude,"388.6",m,speed,"5.151",m/s,heart_rate,"124",bpm,enhanced_altitude,"388.6",m,enhanced_speed,"5.151",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312823",s,position_lat,"568673931",semicircles,position_long,"109496644",semicircles,distance,"567.04",m,altitude,"389.0",m,speed,"4.871",m/s,heart_rate,"125",bpm,enhanced_altitude,"389.0",m,enhanced_speed,"4.871",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312825",s,position_lat,"568674019",semicircles,position_long,"109495132",semicircles,distance,"576.69",m,altitude,"389.4",m,speed,"4.609",m/s,heart_rate,"125",bpm,enhanced_altitude,"389.4",m,enhanced_speed,"4.609",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312828",s,position_lat,"568674946",semicircles,position_long,"109493383",semicircles,distance,"591.02",m,altitude,"389.6",m,speed,"3.471",m/s,heart_rate,"124",bpm,enhanced_altitude,"389.6",m,enhanced_speed,"3.471",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312830",s,position_lat,"568675739",semicircles,position_long,"109493338",semicircles,distance,"598.49",m,altitude,"389.4",m,speed,"3.527",m/s,heart_rate,"123",bpm,enhanced_altitude,"389.4",m,enhanced_speed,"3.527",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312832",s,position_lat,"568676335",semicircles,position_long,"109494155",semicircles,distance,"606.19",m,altitude,"389.6",m,speed,"3.63",m/s,heart_rate,"119",bpm,enhanced_altitude,"389.6",m,enhanced_speed,"3.63",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312833",s,position_lat,"568676355",semicircles,position_long,"109494802",semicircles,distance,"610.27",m,altitude,"389.6",m,speed,"3.499",m/s,heart_rate,"117",bpm,enhanced_altitude,"389.6",m,enhanced_speed,"3.499",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312835",s,position_lat,"568675871",semicircles,position_long,"109495800",semicircles,distance,"618.29",m,altitude,"389.4",m,speed,"3.508",m/s,heart_rate,"115",bpm,enhanced_altitude,"389.4",m,enhanced_speed,"3.508",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312837",s,position_lat,"568675224",semicircles,position_long,"109496004",semicircles,distance,"624.56",m,altitude,"389.0",m,speed,"2.874",m/s,heart_rate,"116",bpm,enhanced_altitude,"389.0",m,enhanced_speed,"2.874",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312842",s,position_lat,"568672556",semicircles,position_long,"109494477",semicircles,distance,"651.29",m,altitude,"388.79999999999995",m,speed,"5.841",m/s,heart_rate,"113",bpm,enhanced_altitude,"388.79999999999995",m,enhanced_speed,"5.841",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312844",s,position_lat,"568671276",semicircles,position_long,"109493808",semicircles,distance,"663.98",m,altitude,"388.4",m,speed,"5.664",m/s,heart_rate,"112",bpm,enhanced_altitude,"388.4",m,enhanced_speed,"5.664",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312847",s,position_lat,"568669543",semicircles,position_long,"109493303",semicircles,distance,"680.42",m,altitude,"388.20000000000005",m,speed,"5.225",m/s,heart_rate,"116",bpm,enhanced_altitude,"388.20000000000005",m,enhanced_speed,"5.225",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312851",s,position_lat,"568667329",semicircles,position_long,"109492422",semicircles,distance,"701.62",m,altitude,"387.4",m,speed,"4.292",m/s,heart_rate,"119",bpm,enhanced_altitude,"387.4",m,enhanced_speed,"4.292",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312860",s,position_lat,"568664314",semicircles,position_long,"109489331",semicircles,distance,"737.72",m,altitude,"385.6",m,speed,"4.833",m/s,heart_rate,"121",bpm,enhanced_altitude,"385.6",m,enhanced_speed,"4.833",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312869",s,position_lat,"568662249",semicircles,position_long,"109480655",semicircles,distance,"795.74",m,altitude,"383.6",m,speed,"5.057",m/s,heart_rate,"123",bpm,enhanced_altitude,"383.6",m,enhanced_speed,"5.057",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312873",s,position_lat,"568661085",semicircles,position_long,"109478477",semicircles,distance,"813.16",m,altitude,"382.4",m,speed,"3.807",m/s,heart_rate,"126",bpm,enhanced_altitude,"382.4",m,enhanced_speed,"3.807",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312878",s,position_lat,"568659969",semicircles,position_long,"109477141",semicircles,distance,"826.5",m,altitude,"381.20000000000005",m,speed,"1.661",m/s,heart_rate,"129",bpm,enhanced_altitude,"381.20000000000005",m,enhanced_speed,"1.661",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312879",s,position_lat,"568660105",semicircles,position_long,"109476753",semicircles,distance,"829.09",m,altitude,"381.0",m,speed,"1.764",m/s,heart_rate,"129",bpm,enhanced_altitude,"381.0",m,enhanced_speed,"1.764",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312883",s,position_lat,"568661065",semicircles,position_long,"109475806",semicircles,distance,"839.84",m,altitude,"380.20000000000005",m,speed,"2.846",m/s,heart_rate,"125",bpm,enhanced_altitude,"380.20000000000005",m,enhanced_speed,"2.846",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312891",s,position_lat,"568662576",semicircles,position_long,"109474224",semicircles,distance,"856.91",m,altitude,"378.4",m,speed,"1.745",m/s,heart_rate,"122",bpm,enhanced_altitude,"378.4",m,enhanced_speed,"1.745",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312894",s,position_lat,"568662877",semicircles,position_long,"109473706",semicircles,distance,"861.01",m,altitude,"378.0",m,speed,"1.959",m/s,heart_rate,"119",bpm,enhanced_altitude,"378.0",m,enhanced_speed,"1.959",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312906",s,position_lat,"568663528",semicircles,position_long,"109466090",semicircles,distance,"904.69",m,altitude,"377.20000000000005",m,speed,"3.891",m/s,heart_rate,"116",bpm,enhanced_altitude,"377.20000000000005",m,enhanced_speed,"3.891",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312915",s,position_lat,"568664263",semicircles,position_long,"109460464",semicircles,distance,"941.35",m,altitude,"376.20000000000005",m,speed,"4.628",m/s,heart_rate,"117",bpm,enhanced_altitude,"376.20000000000005",m,enhanced_speed,"4.628",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312919",s,position_lat,"568664042",semicircles,position_long,"109456879",semicircles,distance,"963.85",m,altitude,"376.4",m,speed,"4.805",m/s,heart_rate,"114",bpm,enhanced_altitude,"376.4",m,enhanced_speed,"4.805",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312935",s,timer_trigger,"1",,event,"0",,event_type,"4",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312935",s,position_lat,"568666302",semicircles,position_long,"109449851",semicircles,distance,"1013.53",m,altitude,"383.79999999999995",m,speed,"0.0",m/s,heart_rate,"114",bpm,enhanced_altitude,"383.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,"869312938",s,timer_trigger,"1",,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312938",s,position_lat,"568666558",semicircles,position_long,"109449007",semicircles,distance,"1013.53",m,altitude,"385.4",m,speed,"1.791",m/s,heart_rate,"117",bpm,enhanced_altitude,"385.4",m,enhanced_speed,"1.791",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,record,timestamp,"869312941",s,position_lat,"568666742",semicircles,position_long,"109447758",semicircles,distance,"1021.57",m,altitude,"386.0",m,speed,"2.463",m/s,heart_rate,"114",bpm,enhanced_altitude,"386.0",m,enhanced_speed,"2.463",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
